id,text,label_hrv,class
1572263535060848641,LaNyalla: Janji Manis Capres Tidak Akan Terwujud Selama  PT 20 % Ada    #hapuspt20 #mk #spiritlanyalla #oligarki #LNM2024 #Pilpres2024,0.0446243695914745,0
1572582017149304832,Jjajajajajajajajajaja te amooo,0.0536331385374069,0
1572414944343199745,i ain’t talkin religion bby but ima god,0.0435770265758037,0
1572546425329950722,"Jajajajajajajajaj, sí.",0.0507417656481266,0
1572285573972525056,munzevi | alice oseman,0.0563650503754615,0
1572489271608745985,Ohh na mabbu lanjakodaka,0.059330079704523,0
1572589391788539905,socorro KKKKKKKKKKKKKKKKKKKKKKKK,0.0402606055140495,0
1572292796761149441,Wizdom180,0.0548729486763477,0
1572322505842655233,"""Pleure ma reus, je m'en blc""",0.0559132695198059,0
1572567422850437122,Thalaiva   #RaviTeja #Dhamaka,0.0492314174771308,0
1572307835152736257,Srci tu kafu I ne seri.,0.0975374430418014,0
1572279125439807495,A pushpalu bro 2of7 kottina fans ne na antundi,0.1059195697307586,0
1572547557880131584,lolipop,0.1028849259018898,0
1572354226982100997,unnie i love you natawa ako,0.102849043905735,0
1572369372705968128,"YAAAA STOOOPPP, ALTO, DETENTE jajajajajajjaj",0.1007208153605461,0
1572546184161685504,otograph515,0.094619445502758,0
1572551478878867462,"Imali smo Yutel za mir u Sarajevu, vrlo masovan skup. Nažalost, videli smo šta je usledilo. Slabo se narod tu šta pita ma koliko da nas je.",0.1037859469652175,"0,5"
1572593693907120128,No sir G,0.0924762114882469,0
1572490628935598082,Ciao Aldo,0.0902451649308204,0
1572428443098415104,ㅤㅤ  Nanti malam masak bebek rica-rica                         ㅤㅤ,0.103030264377594,0
1572458321306853377,Neoneun wendi sinderellaboda yeppeotji Gaseum ttwige mandeun dan han saram neol neukkinikka du nuni bitna,0.2092005461454391,0
1572241267169591303,Svinjski trgovac,0.2083313465118408,1
1572573545095634944,Dolarizou!!!!!!,0.2015114873647689,0
1572589984900677633,Bitci Gateio,0.1974127292633056,0
1572592997258203136,Bitci Gateio,0.1974127292633056,0
1572579092373065728,nice Xinobi,0.2034527212381363,0
1572323169922617346,Watjeeeeee,0.1966341584920883,0
1572588535575891968,Bitci Gateio,0.1974127292633056,0
1572298970382348288,Misliš da bi ti ostala živa???,0.2027652114629745,1
1572420366072709120,"Apartman Sermazi , Zagreb   #Chorvatsko   #Zagreb   Pokoje : 1   Postele : 3   Osoba : 4     #CroatiaFullOfLife #travel #vacation #relax #chorvatsko #volba2021 #byt #dovolena #villa",0.2015507668256759,1
1572285983172792325,Cruzar a Montevideo,0.2946624457836151,0
1572524621043494918,Pleure izuna turk 3eme,0.2950480580329895,0
1572246921691172872,League of Legends - Spirit Blossom Patch 12.19   Spirit Blossom Aphelios  Spirit Blossom Syndra  Spirit Blossom Evelynn  Spirit Blossom Sett  #LeagueOfLegends #RiotGames #PBE,0.3077105581760406,0
1572485489093144576,アーカイブで何度も見よう！ #リリリエラ #lovelive #Liella,0.3000299632549286,0
1572568698501701632,"Zakazan termin u DZ ""Dr M. M. Pavlović"" Inđija u ambulanti Ambulanta Indjija - datum: 22.09.2022 - vreme: 07:40 #zakazi #Indjija",0.3076925277709961,"0,5"
1572553734085046273,tv  Adri bogoshifeng  Tepung terigu,0.2975409924983978,0
1572242949622337536,"Hell No. No Bears, Vikes, No Cowboys, No Broncos.",0.3066376149654388,0
1572558726774820870,#tanka #短歌,0.2948375940322876,0
1572558126242754566,Ljudi su se oduvek radovali ratu. Svi osim onih koji su u ratu ucestvovali,0.3035104274749756,"0,5"
1572357202941296640,Jede mi se nešto gladna sam ko kuče mogla bih sići do Arome ali džabe kad ne znam šta,0.2979090511798858,1
1572585638448496642,Mi novio me odia pt.2,0.3967435359954834,0
1572368304240578560,Ciao Laura,0.4002672135829925,0
1572331922059051015,"Sramotna izjava.. Za ovakve klošarske istupe da bi se čepio nekome, treba sad da dobije nogu u dupe iz #fkcz, a prvi sam bio za to da treba da bude u prvom timu... Da se razumemo, nije problem koga je izabrao, problem je ova kretenska izjava i ismevanje Srbije koja mu je sve dala",0.4038049280643463,1
1572241889834713088,sve je podlozno zezanju je moja deviza...jer se svi oni zezaju sa nama do jaja,0.402989000082016,1
1572454293395099651,Deii  mama same time 3 poster vitrade  #Ajithkumar #AK61,0.3965189456939697,0
1572537123651350535,Pa strašno I štaje rešenje na kraju,0.4027996063232422,1
1572403902565470209,Mike Cookin’?,0.4041763842105865,0
