id,text,label_ita,class
1572417400959823873,Marcar territorio*,0.0439242273569107,0
1572510535949905922,s川王座戦2年連続3回目の二歩,0.0559439919888973,0
1572429000160739329,"Mañana vamo al mac,?",0.0478654652833938,0
1572280277313130497,Stoicism. Resilience. Dignity. Humility. Zero Viewers.,0.0576049536466598,0
1572495210579623938,当たる(๑˃̵ᴗ˂̵)و ﾖｼ!,0.0440882481634616,0
1572256674219716608,drivers test! drivers test!!!!!!!,0.0546667762100696,0
1572555275156197377,Σ(ﾟ∀´(ω˘  )ｶﾞﾌﾞｯ,0.0579897724092006,0
1572525892592865290,Feliz primavera,0.0518466718494892,0
1572379866909257728,"WSC: Father Ryan 5,  Brentwood Academy 1 (Final) WSC: Claiborne 3,  Grainger 4 (Final) VBL: Valor Collegiate 3,  Community 0 (Final) More:",0.0457227155566215,0
1572243797664497665,#VolleyPeace,0.052449531853199,0
1572410364238917632,Gnn lina igualmente:3,0.1049014925956726,0
1572494541672034304,Great point..,0.0924343988299369,0
1572533367715041280,K me descojono,0.1001094877719879,0
1572273656625262594,Il a serré Taz,0.0923409163951873,0
1572350516482670597,"I’m so very sorry, Dean",0.1062397882342338,0
1572262302757584897,"Sí, sos un idiota. Y un macho  ignorante",0.1025778278708458,0
1572496247776477186,"Time: 08:59 • Air Quailty : 4.0µg per m3 • Difference in last Hour :-2.0 µg per m3  #churchtown, #churchtowmweather •  •",0.1098754182457923,0
1572383525881675777,"Wow, 6502. lda #$00 sta $00",0.0966876968741417,0
1572334482023227398,#InicioDeAñoEscolarVictorioso 75,0.094896376132965,0
1572528123346030594,Invite friends!,0.1031186580657959,0
1572553643274141701,もりまんがスゴい,0.195842444896698,0
1572269399830327297,Ommo,0.2051327377557754,0
1572357665140924418,Nostrum!!!,0.1917453706264495,0
1572382412436570112,"Hindu temple vandalised, saffron flag taken down in riot-hit Leicester in UK | Video",0.2020931243896484,0
1572366872452173835,voltei twitter,0.1963784396648407,0
1572307958481969153,Racista malp…,0.204543650150299,0
1572393875733614592,passivo agressivo...,0.2089668810367584,0
1572316042671624192,so faco bosta,0.2098173052072525,0
1572332069644034050,Naw cutie come here qwq,0.1935286521911621,0
1572265787636977668,"Che, Messi",0.2092348635196685,0
1572300815750275072,"Gnagnagnagnagna monsieur ""j'ai toujours raison""",0.295843631029129,0
1572255320260452352,una merda tu?,0.2935394048690796,1
1572514059966382080,Great!,0.297309398651123,0
1572454225573191680,Great!,0.297309398651123,0
1572259914877132802,Vai a cacare Severino de sto caxxo!,0.3011215031147003,1
1572245467857035264,"fofocando c aline, mto bom",0.2986529767513275,0
1572404430036770816,sei :(,0.3025912344455719,0
1572582039098134528,Fate pena!!,0.2901725172996521,1
1572370001436282880,God. What a dove ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM,0.3065140545368194,0
1572594032848650241,Ci risiamo  2° round #JonMoxley #BryanDanielson #AEWDynamite,0.2910746335983276,1
1572386942108696579,Orale,0.4005830883979797,0
1572287049532579841,Buona serata Angelo,0.4075518846511841,1
1572562056012009473,llanto,0.4008679687976837,0
1572429841726689280,Dream?,0.4062391519546509,0
1572325118831108096,Propre,0.3917963206768036,0
1572458751772487681,Ella me dice no lloressssss,0.4014047682285309,0
1572307593774653442,Che vergogna......,0.4013290703296661,1
1572585104454844418,impressive417,0.4090976417064667,0
1572432238578667521,I love arm.,0.4086364507675171,0
1572340071268753410,Vlw pela dica ai mano,0.4005904197692871,0
1572564656568389635,Abattre l'ennemi,0.4994352459907532,0
1572439415917776896,Buongiorno,0.5031229257583618,1
1572537629207564288,Buongiorno,0.5031229257583618,1
1572450653783592960,Buongiorno,0.5031229257583618,1
1572322479267524608,GUS.... tavo?,0.4998224377632141,0
1572454248591368192,Buongiorno,0.5031229257583618,1
1572405407074889729,Buongiorno,0.5031229257583618,1
1572269288467361793,"Qbom, dormi sim.",0.4954294562339782,0
1572495092811956225,Buongiorno,0.5031229257583618,1
1572443048168067072,Buongiorno,0.5031229257583618,1
1572370895607599104,AI SAME MANA ta pessimo,0.5920776724815369,0
1572389870819217409,bp somi dua lipa camila cabello selena dove etc,0.6094785332679749,0
1572243746921779203,Giusto…,0.5991470217704773,1
1572545016043819010,auguri amore mio,0.5915748476982117,1
1572382850527399937,"e o principal, o sorriso",0.6089521050453186,0
1572415449949937664,voce me odeia?,0.5978203415870667,0
1572399193934954502,Comizzo Pasett  Gato Miguel  Sodero  Goyco  Armani,0.5945572853088379,0
1572542254216278018,Ivan io non la difendere mai...non mi fido,0.5901641845703125,1
1572358431520215040,"pensando nele, o sushi",0.5980531573295593,0
1572294022940557313,"Revolut be like: -inserisci il pin che sta sull'app -pin errato -pin errato, ultimo tentativo  -pin errato  -COMPLIMENTI PER IL TUO PRIMO ACQUISTO",0.6049892902374268,1
1572415936204017664,Bai con tu mala vibra,0.6932668089866638,0
1572584396275994625,Era stocazzo,0.6917628049850464,1
1572365217006239744,"daamn, give me one :v",0.704112708568573,0
1572407683243966465,t anduve tirando la onda JWWKQHSKAJQKW,0.7068431377410889,0
1572494810157817860,La Lega e la campagna elettorale: intervista al senatore Enrico Montani,0.7082734704017639,1
1572286267076780033,nein,0.6933349967002869,0
1572308383193088002,Il tagadà,0.6938574314117432,1
